"as_of_date","centre_name","country","locality","is_service_facility","is_genome_centre","location","number_sequencers","number_454","number_ga2","number_hiseq","number_miseq","number_ion_torrent","number_solid","number_pacbio"
"2013-07-19","Paterson Institute for Cancer Research","United Kingdom","Manchester, United Kingdom","None","False","53.4320375847,-2.22885131836","1","0","0","0","0","0","1","0"
"2013-07-19","PathCare","South Africa","Western Cape, South Africa","False","False","-34.0481080849,18.5614013672","1","1","0","0","0","0","0","0"
"2013-07-19","Penn Genome Frontiers Institute","United States","PA, United States","True","False","39.9491180382,-75.1990878582","3","0","0","2","0","0","1","0"
"2013-07-19","Penn State University, Genomics Core Facility","United States","PA, United States","True","True","40.7975510271,-77.8637123108","3","1","0","0","0","1","1","0"
"2013-07-19","PentaCore Lab","Hungary","Budapest, Hungary","None","False","47.4823652423,19.082275629","1","0","0","0","0","1","0","0"
"2013-07-19","PerkinElmer, Inc.","United States","CT, United States","True","True","41.2966387587,-72.7712917328","3","0","1","2","0","0","0","0"
"2013-07-19","Peter Mac Callum Cancer Centre","Australia","VIC, Australia","False","False","-37.8119199549,144.977345467","2","0","0","1","1","0","0","0"
"2013-07-19","Pittsburgh Bacteriophage Institute","United States","PA, United States","False","True","40.446914,-79.95414","1","0","0","0","0","1","0","0"
"2013-07-19","Plant Biotechnology Institute - National Research Council of Canada","Canada","SK, Canada","True","False","52.130669308,-106.629266739","4","2","1","1","0","0","0","0"
"2013-07-19","Plant-Microbe Genomics Facility","United States","OH, United States","True","False","39.9963721821,-83.0200982094","1","1","0","0","0","0","0","0"
"2013-07-19","Plateforme Genomique Genotoul","France","Castanet Tolosan, France","True","None","43.5269887349,1.50014877319","3","1","0","2","0","0","0","0"
"2013-07-19","Plateforme Génome - Transcriptome de Bordeaux","France","Aquitaine, France","True","False","44.8256823038,-0.610771179199","1","0","1","0","0","0","0","0"
"2013-07-19","Plateforme Génomique Gènes Diffusion / TAG","France","Nord-Pas-de-Calais, France","True","True","50.6282106589,3.07361841202","1","0","0","0","0","1","0","0"
"2013-07-19","Plateforme génomique_Institut Gustave Roussy","France","Île-de-France, France","True","None","48.7940864982,2.34858512878","1","0","0","0","0","1","0","0"
"2013-07-19","Polo Innovazione Genomica, Genetica e Biologia/Centro di Genomica Funzionale, Università di Perugia","Italy","Perugia, Italy","True","True","43.0784177626,12.3534393311","3","0","0","1","1","0","0","0"
"2013-07-19","Polo Innovazione Genomica, Genetica e Biologia/Centro di Genomica Funzionale, Università di Perugia","Italy","Umbria, Italy","True","True","43.0929606771,12.392578125","3","0","0","1","1","1","0","0"
"2013-07-19","PreventionGenetics","United States","WI, United States","False","False","44.6311842224,-90.1826047897","2","0","1","0","1","0","0","0"
"2013-07-19","Princess Alexandra Hospital","Australia","QLD, Australia","None","None","-27.4993813209,153.033021212","1","0","0","0","0","0","1","0"
"2013-07-19","ProfileXpert","France","Rhône-Alpes, France","True","True","45.7415919156,4.88106250763","1","0","0","1","0","0","0","0"
"2013-07-19","PROGENIKA BIOPHARMA, S.A.","Spain","País Vasco, Spain","True","False","43.2940749187,-2.87446975708","2","1","1","0","0","0","0","0"
"2013-07-19","Prognosys","United States","CA, United States","None","None","32.831135,-117.253647","1","0","1","0","0","0","0","0"
"2013-07-19","Purdue University","United States","IN, United States","True","None","40.4228404868,-86.9154596329","2","1","0","0","0","0","1","0"
"2013-07-19","Queensland Brain Institute","Australia","QLD, Australia","False","True","-27.4994022577,153.011977673","1","0","0","1","0","0","0","0"
"2013-07-19","Queensland Institute of Medical Research","Australia","QLD, Australia","False","False","-27.4494475757,153.027920723","1","0","1","0","0","0","0","0"
"2013-07-19","Ramaciotti Centre for Gene Function Analysis","Australia","NSW, Australia","True","None","-33.9172951923,151.235218048","3","1","0","1","1","0","0","0"
"2013-07-19","Red Cross Transfusion Service of Upper Austria","Austria","Upper Austria, Austria","True","None","48.3027701052,14.3048550189","3","3","0","0","0","0","0","0"
"2013-07-19","Rede Paraense de Genômica e Proteômica (RPGP)","Brazil","Belém - PA, Brazil","True","False","-1.47365770508,-48.457968235","1","0","0","0","0","0","1","0"
"2013-07-19","Research and Testing Laboratory","United States","Lubbock, TX, United States","True","False","33.5837352305,-102.023849487","4","2","0","0","0","2","0","0"
"2013-07-19","Research Center Borstel","Germany","Molecular Mycobacteriology, Germany","False","False","53.8166662192,10.1987457275","1","0","0","0","1","0","0","0"
"2013-07-19","Research Center Borstel, Leibniz Institute for Medicine and Life Sciences","Germany","Schleswig-Holstein, Germany","None","None","53.8207704455,10.1951408386","1","0","0","0","1","0","0","0"
"2013-07-19","Rhodes University","South Africa","Eastern Cape, South Africa","True","False","-33.3029861812,26.5979003906","1","1","0","0","0","0","0","0"
"2013-07-19","RIBOBIO","China","Shanghai, China","True","True","31.2257201315,121.457977295","3","1","0","1","1","0","0","0"
"2013-07-19","RiboBio","China","Guangdong, China","True","True","23.1662054892,113.455209732","3","0","0","1","1","1","0","0"
"2013-07-19","RiboBio","China","Guangdong, China","True","True","23.1662054892,113.455209732","3","0","0","1","1","1","0","0"
"2013-07-19","Riken","Japan","神奈川県, Japan","True","None","35.4876507976,139.684638977","10","2","5","0","0","0","3","0"
"2013-07-19","Rockefeller University Genomics Resource Center","United States","NY, United States","None","None","40.7625360836,-73.9575576782","1","0","1","0","0","0","0","0"
"2013-07-19","Royal Brompton Hospital","United Kingdom","Greater London, United Kingdom","None","None","51.4900013268,-0.171103477478","1","0","0","0","0","0","1","0"
"2013-07-19","Russian Research Center Kurchatov Institute","Russia","Moscow, Russia","False","False","55.7955035133,37.4764251709","5","0","3","0","0","0","2","0"
"2013-07-19","RussianNGSCenter","Russia","Свердловская область, Russia","None","None","57.5158228655,62.9296875","2","0","2","0","0","0","0","0"
"2013-07-19","Saarland University","Germany","Saarland, Germany","False","False","49.1542046516,6.85684204102","1","1","0","0","0","0","0","0"
"2013-07-19","saizhe","China","Guangdong, China","None","None","23.0602665119,113.368263245","1","0","0","0","0","1","0","0"
"2013-07-19","Sandor","India","Hyderabad, India","True","True","17.2247582066,78.4423828125","1","0","1","0","0","0","0","0"
"2013-07-19","Sanilab-Labco","Spain","Madrid, Spain","None","True","40.5371881817,-3.65001440048","1","1","0","0","0","0","0","0"
"2013-07-19","SCIBLU","Sweden","Lund, Sweden","None","None","55.7119422613,13.2012319565","1","0","0","1","0","0","0","0"
"2013-07-19","Science for Life Laboratory Stockholm","Sweden","Solna, Stockholm, Sweden","True","True","59.3504661971,18.0231571198","11","2","0","6","2","0","1","0"
"2013-07-19","Scientific and Technical Services of the University of Barcelona","Spain","CT, Spain","True","False","41.381457673,2.11566746235","1","1","0","0","0","0","0","0"
"2013-07-19","SciGenom Labs","India","Kerala, India","True","True","9.90392141677,76.2451171875","1","1","0","0","0","0","0","0"
"2013-07-19","Scripps Research Institute","United States","CA, United States","None","None","32.905749,-117.241373","1","0","1","0","0","0","0","0"
"2013-07-19","Scripps Translational Science Institute","United States","CA, United States","False","False","32.8992452914,-117.240407467","5","0","1","1","0","2","1","0"
"2013-07-19","SEAES Manchester","United Kingdom","Manchester, United Kingdom","None","None","53.4678559305,-2.23275661469","1","0","0","0","1","0","0","0"
"2013-07-19","Seq-It","Germany","Rheinland-Pfalz, Germany","None","None","49.443017,7.758644","1","1","0","0","0","0","0","0"
"2013-07-19","SeqMatic","United States","CA, United States","True","None","37.6067521662,-122.081794739","1","0","0","0","1","0","0","0"
"2013-07-19","Sequencing Facility","United States","MD, United States","False","False","39.1275379176,-77.1769080157","4","0","4","0","0","0","0","0"
"2013-07-19","sequencys","United States","CA, United States","None","None","32.8430182654,-117.279377818","1","0","1","0","0","0","0","0"
"2013-07-19","Sequoia Genetics Co. Ltd.","Russia","Saint Petersburg, Russia","False","None","59.8805177276,30.4157781601","1","0","0","0","0","1","0","0"
"2013-07-19","SeqWright","United States","TX, United States","None","None","29.684474,-95.409737","3","1","0","1","0","0","1","0"
"2013-07-19","ServiceXS","Netherlands","Zuid-Holland, Netherlands","True","None","52.166772,4.475899","1","0","0","1","0","0","0","0"
"2013-07-19","Shafallah Genetics Center","Qatar","Ad Dawhah, Qatar","None","None","25.3846657832,51.5154075623","1","0","0","0","0","0","1","0"
"2013-07-19","Shanghai Biochip","China","上海市, China","True","True","31.196419364,121.610283852","9","1","2","1","0","1","4","0"
"2013-07-19","Sistemas Genomicos","Spain","Comunidad Valenciana, Spain","True","True","39.5476197822,-0.462412834167","2","0","0","0","0","0","2","0"
"2013-07-19","Skuldtech","France","Montpellier, France","True","None","3.82797,43.64078","1","0","0","1","0","0","0","0"
"2013-07-19","Source BioScience Dublin","Ireland","Comhairle Cathrach Bhaile Atha Cliath, Ireland","None","None","53.3502823399,-6.27441644669","1","0","0","1","0","0","0","0"
"2013-07-19","Source BioScience LifeSciences","United Kingdom","Nottingham, United Kingdom","True","None","52.979,-1.2382","4","0","3","1","0","0","0","0"
"2013-07-19","Southern Cross Plant genomics","Australia","New South Wales, Australia","True","False","-28.8213647302,153.298416138","1","0","1","0","0","0","0","0"
"2013-07-19","St. Jude Children's Research Hospital","United States","TN, United States","False","None","35.1534421999,-90.0418424606","8","1","7","0","0","0","0","0"
"2013-07-19","St. Luke's Medical Center","Philippines","Quezon City, Philippines","False","False","14.6226829895,121.024038792","2","1","0","0","1","0","0","0"
"2013-07-19","Stan Nelson's Lab","United States","CA, United States","True","True","34.0673073766,-118.444740772","3","0","2","0","0","0","1","0"
"2013-07-19","Stanford School of Medicine","United States","CA, United States","None","None","37.4341130289,-122.179470062","2","0","0","0","0","0","2","0"
"2013-07-19","StarSEQ GmbH","Germany","J.-J.-Becher-Weg 30a, 55128 Mainz, Germany","True","None","49.9920980373,8.23637723923","1","0","0","0","1","0","0","0"
"2013-07-19","Stellenbosch University","South Africa","Stellenbosch, South Africa","True","False","-33.9310051081,18.8655424118","3","0","0","0","0","1","2","0"
"2013-07-19","Stowers Institute for Medical Research","United States","MO, United States","False","False","39.0371122873,-94.5751957297","1","0","1","0","0","0","0","0"
"2013-07-19","Strathclyde Institute of Pharmacy and Biomedical Science, University of Strathclyde","United Kingdom","University of Strathclyde, Glasgow, United Kingdom","False","False","55.8627595439,-4.24147367477","2","1","0","0","0","1","0","0"
"2013-07-19","Swedish Institute for Infectious Disease Control","Sweden","Stockholm, Sweden","None","None","59.3495582639,18.0235862732","2","1","0","0","0","1","0","0"
"2013-07-19","Systems Biology Laboratory","United Kingdom","Oxfordshire, United Kingdom","None","False","51.6224479275,-1.29091233015","1","0","0","0","0","1","0","0"
"2013-07-19","TAKARA BIO Inc. DragonGenomics Ctr.","Japan","三重県, Japan","True","True","34.990734,136.485032","6","1","1","2","1","1","0","0"
"2013-07-19","Taueret Laboratories","United States","UT, United States","True","False","40.7185422261,-111.811852455","1","1","0","0","0","0","0","0"
"2013-07-19","TBI(Theragen Bio Institute)","South Korea","Gyeonggi-do, South Korea","True","True","37.2946365995,127.045930624","12","0","0","5","0","5","0","0"
"2013-07-19","TechDragon","Hong Kong","Shatin, Hong Kong","True","False","22.390083667,114.207552195","1","0","0","0","0","0","1","0"
"2013-07-19","Technical University of Applied Sciences Wildau","Germany","Brandenburg, Germany","False","False","52.317772767,13.6312490702","2","1","0","0","0","1","0","0"
"2013-07-19","Technische Universitaet Muenchen - Weihenstephan","Germany","Freising, Germany","False","False","48.4014001227,11.7233991623","1","0","0","1","0","0","0","0"
"2013-07-19","Technische Universitaet Muenchen - Weihenstephan","Germany","Freising, Germany","None","None","48.4018844816,11.7233991623","1","0","0","1","0","0","0","0"
"2013-07-19","Tel Aviv University Genome High-Throughput Sequencing Laboratory","Israel","Tel Aviv , Israel","True","True","32.1147487883,34.8053312302","1","0","1","0","0","0","0","0"
"2013-07-19","Telemark Hospital","Norway","Telemark, Norway","None","False","59.1956915272,9.58987355232","1","0","0","1","0","0","0","0"
"2013-07-19","TGen North","United States","AZ, United States","False","False","35.1378791196,-111.6746521","1","0","1","0","0","0","0","0"
"2013-07-19","TGML, TAGC Inserm UMR1090","France","MARSEILLE, France","True","True","43.2336976788,5.44132232666","2","0","0","0","0","1","1","0"
"2013-07-19","The Center for Biotechnology, Akita Prefectural University","Japan","Akita Prefecture, Japan","True","True","39.802304985,140.043969154","3","1","0","1","1","0","0","0"
"2013-07-19","The Central Laboratory for Veterinary Quality Control on Poultry Production","Egypt","giza, Egypt","None","None","30.0432969603,31.2079739571","1","0","0","0","0","1","0","0"
"2013-07-19","The Centre for Applied Genomics, Hospital for Sick Children","Canada","ON, Canada","True","False","43.65744,-79.385834","12","1","0","1","0","4","6","0"
"2013-07-19","The CSIRO - AAHL ","Australia","VIC, Australia","False","False","-38.1260496675,144.338099957","1","1","0","0","0","0","0","0"
"2013-07-19","The Gandel Charitable Trust Sequencing Centre","Australia","VIC, Australia","True","True","-37.9216373665,145.125102997","2","0","0","0","0","1","1","0"
"2013-07-19","The GenePool (University of Edinburgh)","United Kingdom","City of Edinburgh, United Kingdom","False","False","55.923299,-3.172469","4","0","0","2","2","0","0","0"
"2013-07-19","The Genome Analysis Centre","United Kingdom","Norfolk, United Kingdom","None","None","52.621744,1.218946","9","2","2","2","0","0","2","1"
"2013-07-19","The Genome Center at Washington University","United States","St. Louis, MO, United States","None","True","38.6366512233,-90.2560329437","62","8","50","3","0","0","0","1"
"2013-07-19","The Genomics and Microarray Core, University of Colorado","United States","CO, United States","None","None","39.7459360924,-104.840426445","1","0","0","1","0","0","0","0"
"2013-07-19","The Huck Institutes of the Life Sciences","United States","PA, United States","None","None","40.7989317486,-77.8633260727","1","0","0","0","0","0","1","0"
"2013-07-19","The Huck Institutes of the Life Sciences, University Pennsylvania","United States","PA, United States","True","None","40.8037721688,-77.8629827499","3","0","0","1","1","1","0","0"
"2013-07-19","The Institute for Research in Immunology and Cancer (IRIC) ","Canada","QC, Canada","True","False","45.5002410666,-73.6153507233","2","0","0","1","1","0","0","0"
"2013-07-19","The Institute of Molecular Biology","Germany","Rhineland-Palatinate, Germany","None","False","49.9892906744,8.23281526566","1","1","0","0","0","0","0","0"
"2013-07-19","The Jackson Laboratory","United States","ME, United States","None","None","44.3644830691,-68.1967735291","1","0","1","0","0","0","0","0"
"2013-07-19","The MRC National Institute for Medical Research","United Kingdom","London, United Kingdom","None","None","51.617830025,-0.219769477844","2","0","1","1","0","0","0","0"
"2013-07-19","The Ohio State University Comprehensive Cancer Center NASR-Illumina Core","United States","Columbus, Ohio, United States","True","False","39.9965365659,-83.0193686485","2","0","2","0","0","0","0","0"
"2013-07-19","The Sainsbury Laboratory","United Kingdom","Norfolk, United Kingdom","False","False","52.62229803,1.22276544571","1","0","1","0","0","0","0","0"
"2013-07-19","The University of Western Australia","Australia","Western Australia, Australia","False","False","-31.9815430307,115.818171501","2","0","0","1","1","0","0","0"
"2013-07-19","Theragen Bio Institute","South Korea","Gyeonggi-do, South Korea","True","True","37.2938570836,127.046499252","12","0","0","5","0","5","0","0"
"2013-07-19","Theragen Bio Institute","South Korea","Gyeonggi-do, South Korea","True","True","37.2947447393,127.045962811","12","0","0","5","0","5","0","0"
"2013-07-19","Theragen Bio Institute","South Korea","Gyeonggi-do, South Korea","True","True","37.2944146009,127.046327591","12","0","0","5","0","5","0","0"
"2013-07-19","TheragenEtex","South Korea","Gyeonggi-do, South Korea","True","True","37.2939253652,127.04688549","12","0","0","5","0","5","0","0"
"2013-07-19","TheragenEtex totalomics ","South Korea","Gyeonggi-do, South Korea","True","True","37.2937888019,127.046627998","12","0","0","5","0","5","0","0"
"2013-07-19","Tianjin Biochip Corporation (TBC) ","China","Tianjin, China","True","True","39.0266186639,117.713077068","2","0","1","0","0","1","0","0"
"2013-07-19","Tierärztlichen Institut der Georg-August-Universität Göttingen ","Germany","Lower Saxony, Germany","None","None","51.561478115,9.95861291885","1","0","0","0","0","0","1","0"
"2013-07-19","Tokyo University","Japan",", Japan","None","None","35.46067,139.746094","2","0","2","0","0","0","0","0"
"2013-07-19","Translational Genomics","United Kingdom","Leeds, United Kingdom","True","False","53.807937,-1.52018","2","0","0","1","1","0","0","0"
"2013-07-19","Translational Genomics Research Institute (TGen)","United States","AZ, United States","True","False","33.452784,-112.06707","16","1","2","5","2","1","5","0"
"2013-07-19","Tri-ibiotech, inc.","Taiwan","Taipei County, Taiwan","True","True","25.067961557,121.62274003","2","0","0","0","1","0","1","0"
"2013-07-19","Trinity College Dublin, Dublin","Ireland","Dublin, Ireland","True","False","53.3416613201,-6.29422187805","1","0","1","0","0","0","0","0"
"2013-07-19","TRON - Translational Oncology @ JGU Mainz","Germany","Mainz, Rhineland-Palatinate, Germany","True","False","49.9939465308,8.25461626053","1","0","0","1","0","0","0","0"
"2013-07-19","Tufts University Core Facility","United States","MA, United States","True","True","42.351472,-71.060214","2","1","0","1","0","0","0","0"
"2013-07-19","U.S. FDA-CFSAN","United States","Washington, DC, United States","False","False","39.0538346631,-76.8627440929","1","0","0","0","0","1","0","0"
"2013-07-19","UB Next-Generation Sequencing and Expression Analysis Core","United States","Buffalo, NY, United States","True","True","42.8840146704,-78.8763427734","2","1","0","1","0","0","0","0"
"2013-07-19","UC Davis","United States","CA, United States","True","True","38.507341,-121.764221","6","0","2","1","2","0","0","1"
"2013-07-19","UCD-Conway Institute","Ireland",", Ireland","None","None","53.307493,-6.227188","1","0","1","0","0","0","0","0"
"2013-07-19","UCI Genomics High Throughput Facility","United States","CA, United States","True","False","33.6430271461,-117.853045464","1","0","0","1","0","0","0","0"
"2013-07-19","UCL Genomics","United Kingdom","Greater London, United Kingdom","True","True","51.5245584458,-0.133222102595","4","1","2","0","0","0","1","0"
"2013-07-19","UCL Genomics & Institute of Neurology","United Kingdom","London, United Kingdom","False","True","51.5225429182,-0.123049020767","4","0","2","1","0","1","0","0"
"2013-07-19","UConn Health Center Translational Genomics Core","United States","CT, United States","True","None","41.7313549101,-72.7988433838","2","0","1","1","0","0","0","0"
"2013-07-19","UCSC Genome Sequencing Center","United States","Santa Cruz, CA, United States","True","True","36.995972,-122.054672","6","1","1","1","0","2","1","0"
"2013-07-19","UCSF","United States","CA, United States","None","None","37.770036,-122.391772","1","0","1","0","0","0","0","0"
"2013-07-19","UCSF Genomics Core","United States","CA, United States","True","None","37.7630476947,-122.458848953","1","0","0","1","0","0","0","0"
"2013-07-19","UK-Advanced Genetic Technologies Center ","United States","KY, United States","True","False","37.8921955472,-84.4189453125","1","1","0","0","0","0","0","0"
"2013-07-19","UMass Medical Center","United States","MA, United States","None","None","42.279324,-71.76525","5","0","2","2","0","0","1","0"
"2013-07-19","UNC at Charlotte","United States","NC, United States","False","False","35.3126038352,-80.7422590256","1","0","0","0","0","1","0","0"
"2013-07-19","Unidad de Genómica.SCSIE.Universidad de Valencia.","Spain","Comunitat Valenciana, Spain","True","False","39.5082458797,-0.42142868042","2","1","0","0","0","0","1","0"
"2013-07-19","Unidad Universitaria de Secuenciación Masiva de DNA - UNAM","Mexico","MO, Mexico","True","True","18.9829915642,-99.2342421412","1","0","1","0","0","0","0","0"
"2013-07-19","Uniformed Services University","United States","MD, United States","False","False","39.0022603763,-77.0861935616","1","0","1","0","0","0","0","0"
"2013-07-19","Univeristy of North Texas","United States","TX, United States","False","False","33.2119422943,-97.1490097046","1","0","0","0","0","1","0","0"
"2013-07-19","Universidad de Málaga","Spain","Andalucía, Spain","True","True","36.738351061,-4.55491662025","1","1","0","0","0","0","0","0"
"2013-07-19","Universidad de Salamanca","Spain","CL, Spain","None","None","40.969319112,-5.67611217499","1","1","0","0","0","0","0","0"
"2013-07-19","Universidad de Sevilla -CITIUS","Spain","Sevilla, Spain","True","True","37.3616301623,-5.98694801331","1","1","0","0","0","0","0","0"
"2013-07-19","Universitaetsklinikum Muenster","Germany","North Rhine-Westphalia, Germany","True","False","51.9598172564,7.59910583496","1","0","0","0","0","1","0","0"
"2013-07-19","Universiti Institut Teknologi Mara","Malaysia","Selangor, Malaysia","None","None","3.07860330831,101.498565674","1","0","1","0","0","0","0","0"
"2013-07-19","University Emergency Hospital Bucharest","Romania","Bucharest, Romania","True","False","44.4354346058,26.0733032227","1","1","0","0","0","0","0","0"
"2013-07-19","University Medical Center Groningen, Netherlands","Netherlands","Groningen, Netherlands","None","None","53.223186,6.574438","1","0","0","1","0","0","0","0"
"2013-07-19","University of Aarhus","Denmark","Midtjylland, Denmark","None","None","56.1674958938,10.2037968641","1","0","1","0","0","0","0","0"
"2013-07-19","University of Arizona Genetics Core","United States","AZ, United States","True","None","32.2374882171,-110.947151184","3","1","0","1","0","1","0","0"
"2013-07-19","University of Arkansas CCTR","United States","AR, United States","None","None","34.7505163915,-92.320625782","1","0","1","0","0","0","0","0"
"2013-07-19","University of Bergen Genomics Core Facility","Norway","Bergen, Norway","True","False","60.389444,5.33","1","0","0","0","0","0","1","0"
"2013-07-19","University of Birmingham","United Kingdom","Birmingham, United Kingdom","True","False","52.4507395825,-1.93441987038","4","1","0","0","1","1","1","0"
"2013-07-19","University of Bristol","United Kingdom","City of Bristol, United Kingdom","None","None","51.4566810699,-2.60375976562","1","0","1","0","0","0","0","0"
"2013-07-19","University of California, Berkeley","United States","CA, United States","True","False","37.875666,-122.244186","5","0","2","3","0","0","0","0"
"2013-07-19","University of California, Riverside","United States","CA, United States","True","True","33.97141,-117.324715","1","0","1","0","0","0","0","0"
"2013-07-19","University of Chicago Genomics Core","United States","IL, United States","True","False","41.7385284694,-87.9125976562","4","0","0","1","1","0","2","0"
"2013-07-19","University of Cincinnati Genome Sequencing and Microarray Core","United States","OH, United States","True","None","39.1397969215,-84.5066213608","1","0","0","1","0","0","0","0"
"2013-07-19","University of Colorado, School of Medicine","United States","CO, United States","True","None","39.7444512088,-104.840533733","2","1","1","0","0","0","0","0"
"2013-07-19","University of Connecticut Health Center","United States","Farmington, CT, United States","True","False","41.729914,-72.800755","2","0","1","1","0","0","0","0"
"2013-07-19","University of Connecticut, Storrs","United States","CT, United States","None","None","41.8062534493,-72.2532176971","1","1","0","0","0","0","0","0"
"2013-07-19","University of Exeter","United Kingdom","Devon, United Kingdom","True","False","50.735124,-3.534636","2","0","0","1","1","0","0","0"
"2013-07-19","University of Florida","United States","FL, United States","True","False","29.6365157492,-82.3544597626","7","1","0","1","1","2","1","1"
"2013-07-19","University of Freiburg Core Facility Genomics","Germany","Baden-Württemberg, Germany","None","None","48.007849,7.85677","1","0","1","0","0","0","0","0"
"2013-07-19","University of Geneva","Switzerland","Genève, Switzerland","False","False","46.1940617939,6.15127086639","1","0","1","0","0","0","0","0"
"2013-07-19","University of Graz, Austria","Austria","Steiermark, Austria","True","None","47.0585326693,15.4616872074","1","1","0","0","0","0","0","0"
"2013-07-19","University of Illinois","United States","IL, United States","True","True","40.106174,-88.218498","5","2","1","2","0","0","0","0"
"2013-07-19","University of Iowa DNA Facility","United States","IA, United States","True","False","41.6621081327,-91.5458965302","5","1","0","1","1","1","1","0"
"2013-07-19","University of Kansas Medical Center","United States","KS, United States","None","None","39.0575171007,-94.6102237701","1","0","0","1","0","0","0","0"
"2013-07-19","University of Konstanz","Germany","Baden-Württemberg, Germany","None","None","47.689659167,9.1875743866","2","1","1","0","0","0","0","0"
"2013-07-19","University of Leicester","United Kingdom","Leicester, United Kingdom","True","False","52.598377,-1.100464","1","1","0","0","0","0","0","0"
"2013-07-19","University of Michigan DNA Sequencing Core/Affymetrix and Microarray Core Facility","United States","MI, United States","True","False","42.300357206,-83.7080955505","11","1","0","8","0","1","0","1"
"2013-07-19","University of Minnesota Genomics Center","United States","MN, United States","True","True","44.9861704636,-93.1810569763","4","1","0","1","0","0","0","0"
"2013-07-19","University of Nebraska Lincoln","United States","NE, United States","None","None","40.830924,-96.662564","1","1","0","0","0","0","0","0"
"2013-07-19","University of Nebraska Medical Center","United States","NE, United States","None","None","41.2553876677,-95.9815406799","1","0","1","0","0","0","0","0"
"2013-07-19","University of North Carolina - Chapel Hill","United States","North Carolina, United States","None","None","35.905918,-79.046831","10","0","2","6","0","1","0","1"
"2013-07-19","University of Nottingham","United Kingdom","Nottingham, United Kingdom","True","True","52.9394082472,-1.19709348626","3","1","0","0","1","0","1","0"
"2013-07-19","University of Oklahoma Advanced Center for Genome Technology","United States","Norman, Oklahoma, United States","True","True","35.1837702456,-97.439289093","1","1","0","0","0","0","0","0"
"2013-07-19","University of Oregon Highthroughput Sequencing Facility","United States","OR, United States","True","True","44.0560116958,-123.090820312","1","0","1","0","0","0","0","0"
"2013-07-19","University of Otago","New Zealand","NZ, New Zealand","None","None","-45.8691246069,170.507769585","2","1","0","0","0","0","1","0"
"2013-07-19","University of Otago","New Zealand","Dunedin, New Zealand","True","None","-45.8625800768,170.512275696","2","1","0","1","0","0","0","0"
"2013-07-19","University of Plovdiv, Plant Physiology and Molecular Biology","Bulgaria","Пловдив, Bulgaria","True","True","42.147484348,24.7507703304","1","0","1","0","0","0","0","0"
"2013-07-19","University of Rochester Functional Genomics Center","United States","Rochester, NY, United States","True","False","43.0708942107,-77.6800346375","1","0","0","0","0","0","1","0"
"2013-07-19","University of Southern Denmark","Denmark","Syddanmark, Denmark","None","None","55.2861023249,10.7539673522","1","0","1","0","0","0","0","0"
"2013-07-19","University of Tartu","Estonia","Tartu, Estonia","None","None","58.3836958244,26.7201447487","1","0","0","1","0","0","0","0"
"2013-07-19","University of Texas Genomic Sequencing and Analysis Facility","United States","TX, United States","True","False","30.2883283251,-97.7372932434","3","1","0","1","0","0","1","0"
"2013-07-19","University of the Western Cape","South Africa","Western Cape, South Africa","None","None","-33.905756,18.625946","1","0","1","0","0","0","0","0"
"2013-07-19","University of Utah","United States","UT, United States","True","False","40.765787,-111.842794","3","0","2","1","0","0","0","0"
"2013-07-19","University of Veterinary Medicine Vienna","Austria","Wien, Austria","True","None","48.2542999895,16.4317027332","1","0","1","0","0","0","0","0"
"2013-07-19","University of Virginia - Genomics Core Facility","United States","VA, United States","True","None","38.0346391973,-78.5046315193","1","1","0","0","0","0","0","0"
"2013-07-19","University of Wales and Aberystwyth","United Kingdom","Dyfed, United Kingdom","False","False","52.416921957,-4.06348228455","2","1","0","1","0","0","0","0"
"2013-07-19","University of Wisconsin Biotechnology Center Sequencing Facility","United States","Wisconsin, United States","True","False","43.075036,-89.411488","5","1","1","2","0","1","0","0"
"2013-07-19","University of York Technology Facility","United Kingdom","York, United Kingdom","True","False","53.9475748701,-1.05859279633","2","0","0","0","1","1","0","0"
"2013-07-19","Universität Giessen","Germany","Giessen, Germany","False","False","50.5731396374,8.66005897522","1","0","0","0","0","1","0","0"
"2013-07-19","Université Libre de Bruxelles","Belgium","Brussel Hoofdstedelijk Gewest, Belgium","False","None","50.8134193328,4.26501274109","1","1","0","0","0","0","0","0"
"2013-07-19","UNM","United States","NM, United States","None","False","35.095122366,-106.627163887","2","0","0","0","0","0","0","0"
"2013-07-19","UPenn DNA Sequencing Facility","United States","PA, United States","None","None","39.951694,-75.191116","1","1","0","0","0","0","0","0"
"2013-07-19","Uppsala SNP Technology Platform","Sweden","Uppsala, Sweden","True","True","59.8495788934,17.6398801804","5","1","0","3","1","0","0","0"
"2013-07-19","Uppsala university, Uppsala genome Center","Sweden","Rudbeck lab, Sweden","None","None","59.8454184854,17.6399230957","5","0","0","0","0","2","3","0"
"2013-07-19","US Army Edgewood Chemical Biological Center","United States","MD, United States","None","True","39.393937,-76.2848675251","3","2","0","1","0","0","0","0"
"2013-07-19","US Environmental Protection Agency - Gulf Ecology Division","United States","FL, United States","False","False","30.3382873984,-87.1573734283","1","0","0","0","0","1","0","0"
"2013-07-19","USAMRIID Center for Genomic Sciences ","United States","MD, United States","True","True","39.4379662296,-77.4231648445","3","1","1","0","0","1","0","0"
"2013-07-19","USDA-ARS MidSouth Area","United States","MS, United States","False","False","33.4249944296,-90.9109210968","2","1","0","1","0","0","0","0"
